Country,Name,Contact,CountryCode,Course,Currency_Code,Currency_x,Currency_y,Units,Buy,Sell
hong kong,Matthew Patrick,001-766-204-0308x8379,BJ,Python,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
ecuador,Dakota Burns,462-278-8915x843,CG,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
spain,Rachael Holland,318.609.0686,US,PHP,EUR,Euro,European Euro,1,143.56,144.21
australia,Heather King,(244)945-8508x137,TV,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
guernsey,Mark Odom,+1-589-548-3733x4454,RU,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
singapore,Andrea Keith,(975)500-0576x62572,ME,Java,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
finland,Tanner Clarke,(748)578-1427x862,IN,C#,EUR,Euro,European Euro,1,143.56,144.21
finland,Timothy Sawyer,(219)809-3673x259,GM,Python,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Gabriela Flores,(300)704-6433x28347,SG,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
kuwait,Tanner Daniels,441-734-7323,MN,Java,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
japan,Mark Roberts,476-513-5767,NO,C#,JPY,Yen,Japanese Yen,10,8.63,8.67
malaysia,Brenda Hill,813-587-0717x80339,MG,PHP,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
timor-leste,Victor Baker,220-562-0514x67818,ER,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
austria,Olivia Ruiz,542-800-7478,AG,C#,EUR,Euro,European Euro,1,143.56,144.21
guernsey,Jordan Romero,(246)817-7109x897,DM,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
japan,Allen Stephens,+1-272-488-9211x69926,MN,Java,JPY,Yen,Japanese Yen,10,8.63,8.67
lithuania,Melissa Jenkins,985.964.0646,MM,Python,EUR,Euro,European Euro,1,143.56,144.21
italy,Jennifer Watts,(398)801-5076x47829,LC,C#,EUR,Euro,European Euro,1,143.56,144.21
jersey,William Beck,8459514318,ME,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
latvia,Joseph Stokes,+1-208-781-1094x64475,KH,PHP,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Evelyn Smith,(969)941-0851x348,CZ,Python,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Barbara Woods,001-463-717-0119x3497,SZ,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
saint pierre and miquelon,Jesse Smith,(435)562-2874x5300,ID,C#,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Michael Lewis,(552)220-7686x04956,ES,PHP,EUR,Euro,European Euro,1,143.56,144.21
french guiana,Larry Roberts,287.239.8880,GB,Python,EUR,Euro,European Euro,1,143.56,144.21
denmark,Karina Anderson,+1-582-288-6557x007,NR,Python,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
italy,Hunter Brown,230-757-7412,LY,PHP,EUR,Euro,European Euro,1,143.56,144.21
india,Peter Gonzalez,+1-908-382-9529x64912,UY,C#,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
malta,Mark Morris,763-470-5326x7405,GA,Python,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Brandy Poole,258.259.6692x52596,KN,Python,EUR,Euro,European Euro,1,143.56,144.21
denmark,Kathy Lawrence,(825)201-6662x1334,MA,Python,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
montenegro,Beverly Mcguire,001-661-985-7159x87114,MA,Java,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Kimberly Franklin,843-456-0355,KP,Java,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Michael Perkins,+1-884-601-0128x895,AM,Python,EUR,Euro,European Euro,1,143.56,144.21
jersey,Stacey Anderson,220-341-3626x945,AE,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
guam,Earl Castro,(595)812-7023,LR,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
isle of man,Christopher Barnes,+1-633-694-7185,PS,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
isle of man,Christopher Brewer,6646538258,GH,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
puerto rico,Samuel Washington,877.336.8639x17445,,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
norfolk island,Isabel Collins,5737364377,GE,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
slovenia,Gregory Lane,250.580.6217x62443,CY,Java,EUR,Euro,European Euro,1,143.56,144.21
tuvalu,Clayton Miller,(754)668-7771,HR,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
finland,Alfred Sutton,709-958-7555x661,NR,Python,EUR,Euro,European Euro,1,143.56,144.21
japan,Courtney Rogers,(264)726-9303x122,CO,Python,JPY,Yen,Japanese Yen,10,8.63,8.67
hong kong,Tyler Garrett,001-851-735-6084,RU,Python,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
monaco,Edward Perez,6877301475,KG,PHP,EUR,Euro,European Euro,1,143.56,144.21
finland,Kimberly Fisher,+1-227-623-4337x5287,IR,C#,EUR,Euro,European Euro,1,143.56,144.21
latvia,Alan White,(760)230-9370x81483,TJ,Python,EUR,Euro,European Euro,1,143.56,144.21
japan,Jerry Wood,001-847-323-4621x089,IL,Java,JPY,Yen,Japanese Yen,10,8.63,8.67
bahrain,Aaron Dixon,+1-887-807-2614x90564,BB,PHP,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
ecuador,Julia Lee,705-517-1572x563,CV,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
japan,Holly Wilson,+1-940-352-4627x0178,ML,Java,JPY,Yen,Japanese Yen,10,8.63,8.67
germany,Jonathan Wright,7586190528,MR,PHP,EUR,Euro,European Euro,1,143.56,144.21
guernsey,Sara Harris,899.554.9684x894,SC,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
portugal,Janet Brown,+1-616-482-6529x8628,BZ,Python,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Mark Archer,270.947.6743,TN,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
saint pierre and miquelon,Andrea Webb,386.212.0500x5366,NI,PHP,EUR,Euro,European Euro,1,143.56,144.21
denmark,Ashlee Harvey,001-583-374-7544x956,GW,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
qatar,Nathaniel Rollins,(646)209-2880,PY,C#,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
guam,Elizabeth Barron,(879)483-0173x9274,QA,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
estonia,Andrew Rodriguez,5972316592,GR,Java,EUR,Euro,European Euro,1,143.56,144.21
italy,Kathleen Hunt,+1-301-737-4888,KN,C#,EUR,Euro,European Euro,1,143.56,144.21
sweden,Thomas Farrell,(977)915-9812x636,ZW,C#,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
isle of man,David Bishop,+1-438-780-2297,PL,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
latvia,Meredith Alvarado,001-540-680-7129x921,CO,Python,EUR,Euro,European Euro,1,143.56,144.21
greenland,James Brown,001-623-901-3208x39642,KH,Python,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
croatia,Brian Berry,518.607.8518x682,IE,PHP,EUR,Euro,European Euro,1,143.56,144.21
spain,Erik White,+1-787-864-7616x923,BW,C#,EUR,Euro,European Euro,1,143.56,144.21
montenegro,Jennifer Olson,(788)233-0589x06608,BI,PHP,EUR,Euro,European Euro,1,143.56,144.21
guam,William Dawson,001-964-340-2323x4245,SA,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
saint pierre and miquelon,Steve Williams,747-394-7395x79158,LA,C#,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Robert Wu,001-435-260-7559x4953,CA,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
timor-leste,Ryan Wilson,419.832.5800x4530,RO,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
estonia,Robert Todd,001-996-508-2972x82007,GA,C#,EUR,Euro,European Euro,1,143.56,144.21
ireland,Tracey Wolf,232-565-9201x430,LS,Python,EUR,Euro,European Euro,1,143.56,144.21
american samoa,Michael Turner,+1-753-814-1231,RO,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
lithuania,Pamela Velazquez,865.214.6921x596,ER,PHP,EUR,Euro,European Euro,1,143.56,144.21
india,Luis Weber,(255)883-7965,SV,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
croatia,Ann Morales,834.790.4863,PK,C#,EUR,Euro,European Euro,1,143.56,144.21
finland,Omar Morris,(749)296-4638x9229,ZA,C#,EUR,Euro,European Euro,1,143.56,144.21
finland,Sean Wolfe,260-222-2845x29707,KH,Python,EUR,Euro,European Euro,1,143.56,144.21
saudi arabia,Jennifer Patel,921.404.6167,US,PHP,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
lithuania,Amy Ortiz,(951)378-4634x0057,US,Java,EUR,Euro,European Euro,1,143.56,144.21
denmark,Jacob Melton,374.881.9504,IT,Python,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
french guiana,Melissa Massey,+1-844-539-3158,VN,PHP,EUR,Euro,European Euro,1,143.56,144.21
france,Devon Barker,+1-291-388-2173x6639,CZ,Java,EUR,Euro,European Euro,1,143.56,144.21
nauru,Ashley Mann,(546)344-0699,GA,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
palau,Steven Alvarez,001-334-824-6242x3007,TT,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guam,Willie Cooper,(878)343-7859,TN,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
france,Barbara Summers,747-767-5008x32136,NR,Java,EUR,Euro,European Euro,1,143.56,144.21
finland,Travis Gutierrez,237.685.2778x5781,BE,C#,EUR,Euro,European Euro,1,143.56,144.21
austria,Henry Hurst,(271)344-4877x9952,ZW,PHP,EUR,Euro,European Euro,1,143.56,144.21
belgium,Natalie Rivera,403-220-7162x532,VN,C#,EUR,Euro,European Euro,1,143.56,144.21
kuwait,Christine Burnett,(331)553-3768,BA,PHP,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
switzerland,Matthew Curry,894-287-2115x6255,SB,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
nauru,Theresa Guerrero,+1-864-663-1878,TV,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
bhutan,Sharon Howard,252.807.4622,SC,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
switzerland,Kathleen Jensen,986.340.1639,LB,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
malta,Mary Young,647-993-4435,CF,Python,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Brooke Oneill,001-929-948-3416x0780,NI,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
thailand,Sharon Gutierrez,001-831-829-5065x34420,EG,PHP,THB,Baht,Thai Baht,1,3.62,3.63
finland,George Martinez,8974860578,KG,Python,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Matthew Ford,001-395-470-2712x9010,GD,C#,EUR,Euro,European Euro,1,143.56,144.21
estonia,Jordan Woodward,(841)465-1326x7621,MC,Java,EUR,Euro,European Euro,1,143.56,144.21
japan,Nicole Mosley,001-392-986-9466x1578,TV,PHP,JPY,Yen,Japanese Yen,10,8.63,8.67
denmark,Stephen Phillips,534.701.1341x127,TR,PHP,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
italy,Beth Mason MD,511.588.1435x53034,JM,Python,EUR,Euro,European Euro,1,143.56,144.21
denmark,Karen Jackson,957-992-5118x807,ZA,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
ireland,Mitchell Hicks,205-857-3654x107,GB,C#,EUR,Euro,European Euro,1,143.56,144.21
italy,Derek Burns,001-714-964-0671x985,CZ,Python,EUR,Euro,European Euro,1,143.56,144.21
panama,Gabriel Potts,+1-800-501-2252x2450,TZ,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
ireland,Christina Allen PhD,001-451-469-9975x4432,IE,Java,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Timothy Riley,001-271-739-6695x707,SB,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
kuwait,Megan Ryan,+1-689-240-8450x809,DK,Python,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
finland,Jason Blake,001-553-808-7136x720,CD,Java,EUR,Euro,European Euro,1,143.56,144.21
guernsey,Gregory Bailey,239-781-6430x4502,CV,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
saudi arabia,Anthony Jones,8058644160,MT,PHP,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
canada,Christian Lee,747-754-6994x9809,ES,PHP,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
bahrain,Valerie Zimmerman,5268353040,LR,C#,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
ecuador,Jasmine Gates,975.922.8043,SB,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
luxembourg,Victoria Pham,389-780-8726x0831,TO,C#,EUR,Euro,European Euro,1,143.56,144.21
thailand,Michelle Bishop,954.626.1385x89256,LK,Java,THB,Baht,Thai Baht,1,3.62,3.63
jersey,Rebecca Brown,(744)573-3729x447,LV,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
saint pierre and miquelon,Denise Stone,953-520-9924x68226,LY,PHP,EUR,Euro,European Euro,1,143.56,144.21
french guiana,Susan Blanchard,+1-318-494-0876x1687,MM,C#,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Courtney Cooper,(765)242-5703x96317,EC,Python,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
haiti,Jessica Perez,001-781-832-7686x3910,SO,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
malaysia,Ethan Whitaker,970-238-8067x676,QA,PHP,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
tuvalu,David Tanner,787-232-1059x629,BR,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
saudi arabia,Elizabeth Jones,001-836-935-8917x3588,AF,Java,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
estonia,Sarah Cox,782-253-3259,KP,Python,EUR,Euro,European Euro,1,143.56,144.21
monaco,Louis Duncan,278-932-5884x127,PW,Python,EUR,Euro,European Euro,1,143.56,144.21
croatia,Natasha Chavez,4688593261,WS,C#,EUR,Euro,European Euro,1,143.56,144.21
haiti,Luis Brown,743-536-0201x0742,AU,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
slovenia,Richard Barrett,001-518-345-5726x8200,PW,C#,EUR,Euro,European Euro,1,143.56,144.21
nauru,Devin Acevedo,(517)330-8565,BO,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
switzerland,Corey Ryan,620-564-8890x609,IT,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
lithuania,Annette Moore,756-286-8513,LK,Python,EUR,Euro,European Euro,1,143.56,144.21
guam,Daniel York,(230)518-1054x171,TV,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kiribati,Michael Humphrey,+1-493-772-8474,CZ,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
canada,Amanda Espinoza,343-738-6869x34585,KG,PHP,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
croatia,Elaine Gutierrez,(287)541-4617,MD,PHP,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Robert Moreno,517-777-4496,BO,PHP,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Kyle Holt,001-878-520-1999x9119,SI,Java,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
kuwait,Sarah Pollard,249-951-0987x90167,TM,PHP,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
guam,Jennifer Monroe,277.881.4331x78808,YE,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guam,Amy Oneal,+1-225-694-2632x361,IS,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
india,Michael Bautista,374-218-3860,ZW,C#,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
australia,Kimberly Underwood,5368130977,MW,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
montenegro,Terrance Pineda,380.678.3268x7847,BO,Java,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Barbara Cochran,3146319690,MX,Java,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Mary Baker,+1-277-403-6430x07329,PE,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
palau,Vickie Middleton,(918)536-7043x65095,BG,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
canada,James Williams,001-586-472-6299x6438,GY,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
thailand,Colin Lopez,001-437-336-6204x15404,SV,C#,THB,Baht,Thai Baht,1,3.62,3.63
guadeloupe,David Fritz,535-896-2786,FI,Java,EUR,Euro,European Euro,1,143.56,144.21
haiti,Christopher Kelley,(821)808-9444,IQ,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
liechtenstein,Joshua Manning,001-742-873-1012x9397,EC,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
singapore,Steven Gibson,560.891.5740x3724,ID,Python,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
lithuania,Christopher Douglas,541-284-1270,FI,PHP,EUR,Euro,European Euro,1,143.56,144.21
spain,David Vasquez,589.321.5569x34496,CH,C#,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Brett Smith,588.429.3227,SM,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
australia,Willie Gutierrez,363.937.9533x068,CV,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
spain,Angela Hogan,001-642-951-4600x36571,KW,PHP,EUR,Euro,European Euro,1,143.56,144.21
andorra,Rhonda Murphy,731-454-3729x1853,PK,C#,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Victoria Moore,001-485-997-2866x74391,BD,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
palau,Katelyn Humphrey,(646)366-6051x816,CI,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
canada,John Martin,001-392-298-7028x5253,LT,Python,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
greenland,Lance Jackson,8836731852,BJ,PHP,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
slovenia,Chelsey Collins,(500)534-5814,PH,PHP,EUR,Euro,European Euro,1,143.56,144.21
ireland,Jessica Cabrera,001-666-420-9723x30742,PG,Java,EUR,Euro,European Euro,1,143.56,144.21
palau,Stephanie Wright,832.644.9852,SO,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
montenegro,Catherine Luna,+1-627-304-5919x66121,ML,Python,EUR,Euro,European Euro,1,143.56,144.21
australia,Jodi Trujillo,(847)485-8594x6673,TZ,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
san marino,Abigail Walker,(239)758-0632,CH,PHP,EUR,Euro,European Euro,1,143.56,144.21
panama,Krystal Valdez,(620)908-4430x52724,NP,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
panama,Ian Taylor,(681)842-4515,LR,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
croatia,Steven Martin,612.300.2344x1492,SD,C#,EUR,Euro,European Euro,1,143.56,144.21
austria,Brian Newman,714-696-5500x342,IL,Python,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Theresa Buck,(547)372-8010,KM,C#,EUR,Euro,European Euro,1,143.56,144.21
estonia,Brendan Mcconnell,472.395.1236x107,GB,Java,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Ian Blackwell,+1-256-913-9416x99643,MN,Python,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Patricia Shaw,5446826127,ME,C#,EUR,Euro,European Euro,1,143.56,144.21
palau,Stacy Price,001-489-370-9856x51560,LK,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kuwait,Rebecca Campos,+1-395-827-4000x79525,RO,C#,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
estonia,Colton Lee,664-244-5143x8352,TV,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Henry Wilson,(601)398-6405x1895,GR,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
canada,Christina Lyons,3503630775,IL,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
france,Anthony Reynolds,001-926-564-4193x01035,HN,Python,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Timothy Moon,442-931-0866,CU,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
canada,Jeremy Ramos,(890)826-5871,FI,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
greece,Teresa Garcia,(738)562-1250,MN,Python,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Melanie Foster,001-216-991-2328x1523,MM,Python,EUR,Euro,European Euro,1,143.56,144.21
cyprus,Aaron Reed,+1-325-392-4256x947,BH,Java,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Thomas Buchanan,(888)203-4936x877,PA,Java,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
malta,Blake Harrington,863.884.5609x4740,SY,C#,EUR,Euro,European Euro,1,143.56,144.21
monaco,Melanie Werner,001-896-785-4469x045,AE,PHP,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Laurie Bush,+1-580-962-7139,TL,Python,EUR,Euro,European Euro,1,143.56,144.21
finland,Eric Taylor,+1-572-890-1909,DE,Java,EUR,Euro,European Euro,1,143.56,144.21
guernsey,Natalie Beck,444.521.2276x095,HT,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
greece,Hailey Webb,680-949-5882x2063,AG,Python,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Maria Brown,(984)877-3391x6076,TV,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
ireland,Melissa Morgan,001-744-494-1186x7187,KE,PHP,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Brian Goodman,001-261-397-6067,HU,PHP,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
malta,Christine Dalton,710-735-9516x73160,AT,C#,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Lacey West,7002310095,FM,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
san marino,Marc Jones,001-610-745-7046x874,PY,Java,EUR,Euro,European Euro,1,143.56,144.21
finland,Guy White,905-280-6571x3151,SN,Java,EUR,Euro,European Euro,1,143.56,144.21
thailand,Michael Edwards,+1-775-305-2260x576,IE,Python,THB,Baht,Thai Baht,1,3.62,3.63
ireland,Robert Lopez,(401)940-5269x1667,EG,C#,EUR,Euro,European Euro,1,143.56,144.21
singapore,Richard Flores,(725)887-5888x5679,PY,Java,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
italy,Donald Mcmahon MD,382.830.1739,PW,PHP,EUR,Euro,European Euro,1,143.56,144.21
estonia,Mary Hughes,857.602.7735,JO,Java,EUR,Euro,European Euro,1,143.56,144.21
qatar,Sandy Miller,(928)538-4990x0932,BF,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
lithuania,Paul Richards,3683335737,HU,Python,EUR,Euro,European Euro,1,143.56,144.21
american samoa,John Hernandez,770.233.5778,IE,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kiribati,Emily Ball,653.726.8124x9683,CA,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
austria,Jeffrey Smith,(262)215-7152x070,UG,Java,EUR,Euro,European Euro,1,143.56,144.21
china,Kristine Foster DDS,621-325-1612,NL,Python,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
italy,Jacob Gomez,581-891-9188x4305,BE,Python,EUR,Euro,European Euro,1,143.56,144.21
thailand,Nicholas Perez,400-270-4311x8564,LU,PHP,THB,Baht,Thai Baht,1,3.62,3.63
qatar,Molly Smith,+1-356-629-7112x40111,ET,PHP,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
guadeloupe,Erin Hernandez,(704)784-2540x093,GA,C#,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Joanna Davis,001-446-414-0833,SY,C#,EUR,Euro,European Euro,1,143.56,144.21
martinique,Jason Golden,421.742.4103x945,MX,Java,EUR,Euro,European Euro,1,143.56,144.21
ireland,Ian Johnson,793-228-5813,BF,PHP,EUR,Euro,European Euro,1,143.56,144.21
germany,Darren Doyle,+1-351-207-1365,SZ,PHP,EUR,Euro,European Euro,1,143.56,144.21
japan,Beth Ayala,510-467-9606x95075,CR,Python,JPY,Yen,Japanese Yen,10,8.63,8.67
hong kong,Dr. Steven Burke,001-591-819-1494x591,EC,PHP,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
portugal,Ann Davis,200.864.2694x67800,EG,C#,EUR,Euro,European Euro,1,143.56,144.21
jersey,Stephanie Cunningham,001-306-977-9950,ET,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
latvia,Michael Chung,883-737-1098x571,VE,PHP,EUR,Euro,European Euro,1,143.56,144.21
india,Rose Mendez,221.573.3416x603,MN,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
isle of man,Carlos Rivera,+1-967-454-6513x94509,TR,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
martinique,Kurt Collins,878.510.1236x7974,SG,C#,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Phillip Powell,+1-228-517-5822,BW,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
montenegro,Jared Cole,548.443.9246x028,ME,PHP,EUR,Euro,European Euro,1,143.56,144.21
malta,George Garcia,571.833.5191,SI,Python,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Heidi Lyons DVM,491-904-4514x1482,NR,PHP,EUR,Euro,European Euro,1,143.56,144.21
ireland,Susan Martinez,(563)201-3140,GT,PHP,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Alexis Lopez,001-509-330-2639x846,VE,Java,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
malaysia,Melissa James,(933)815-7311x682,TD,PHP,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
haiti,Manuel Medina,4889093691,EE,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
cyprus,Alison Doyle,+1-540-455-4553x943,BZ,C#,EUR,Euro,European Euro,1,143.56,144.21
bahrain,Amy Miller,001-383-870-4442x7513,NL,Python,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
nauru,Marcus Jones,531.366.8398,YE,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
el salvador,Noah Bishop,662-855-9745,AO,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
el salvador,Justin Smith,001-815-523-8752,MR,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
singapore,Derek Torres,215-395-2226x07462,SG,Java,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
liechtenstein,Jessica Holland,6324052195,ID,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
portugal,Anthony Jacobson,725-515-6203x508,LB,PHP,EUR,Euro,European Euro,1,143.56,144.21
